index|itemID|simulationPrice|promotion|promotion_train|promotion_test|predicted_promotion
7643|7644|40.75|2018-07-11|[]|[]|
7644|7645|223.66||[]|[]|
7645|7646|203.83||[datetime.date(2018, 4, 9)]|[]|2018-04-09
7646|7647|18.06||[]|[datetime.date(2018, 6, 8)]|2018-06-08
7647|7648|490.79||[]|[datetime.date(2018, 6, 7)]|2018-06-07
7648|7649|162.66|2018-07-11|[datetime.date(2018, 5, 26)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10), datetime.date(2018, 6, 15)]|2018-05-26
7648|7649|162.66|2018-07-11|[datetime.date(2018, 5, 26)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10), datetime.date(2018, 6, 15)]|2018-06-08
7648|7649|162.66|2018-07-11|[datetime.date(2018, 5, 26)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10), datetime.date(2018, 6, 15)]|2018-06-10
7648|7649|162.66|2018-07-11|[datetime.date(2018, 5, 26)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10), datetime.date(2018, 6, 15)]|2018-06-15
7649|7650|158.9||[datetime.date(2018, 2, 24)]|[]|2018-02-24
7650|7651|156.71||[datetime.date(2018, 2, 24)]|[]|2018-02-24
7651|7652|37.39||[]|[datetime.date(2018, 6, 8)]|2018-06-08
7652|7653|11.69||[datetime.date(2018, 3, 6)]|[datetime.date(2018, 6, 12)]|2018-03-06
7652|7653|11.69||[datetime.date(2018, 3, 6)]|[datetime.date(2018, 6, 12)]|2018-06-12
7653|7654|42.75||[datetime.date(2018, 2, 24)]|[]|2018-02-24
7654|7655|103.31||[datetime.date(2018, 1, 24)]|[]|2018-01-24
7655|7656|267.38||[]|[]|
7656|7657|279.68|2018-07-12|[]|[]|
7657|7658|151.25|2018-07-03|[]|[]|
7658|7659|9.8||[datetime.date(2018, 4, 9)]|[]|2018-04-09
7659|7660|24.88||[datetime.date(2018, 2, 24), datetime.date(2018, 4, 9)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-02-24
7659|7660|24.88||[datetime.date(2018, 2, 24), datetime.date(2018, 4, 9)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-04-09
7659|7660|24.88||[datetime.date(2018, 2, 24), datetime.date(2018, 4, 9)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-04
7659|7660|24.88||[datetime.date(2018, 2, 24), datetime.date(2018, 4, 9)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-07
7659|7660|24.88||[datetime.date(2018, 2, 24), datetime.date(2018, 4, 9)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-08
7660|7661|3838.86||[]|[]|
7661|7662|17.74||[]|[datetime.date(2018, 6, 7)]|2018-06-07
7662|7663|476.03||[]|[]|
7663|7664|397.78|2018-07-02|[]|[]|
7664|7665|2302.04||[]|[]|
7665|7666|40.81||[]|[datetime.date(2018, 6, 7)]|2018-06-07
7666|7667|26.04||[]|[]|
7667|7668|137.03||[]|[]|
7668|7669|1227.73||[]|[]|
7669|7670|633.44||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-04
7669|7670|633.44||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-07
7670|7671|294.83||[]|[]|
7671|7672|198.1||[]|[]|
7672|7673|8.39||[]|[]|
7673|7674|56.05||[]|[]|
7674|7675|91.7||[]|[]|
7675|7676|175.39||[]|[]|
7676|7677|349.47||[]|[]|
7677|7678|3544.19||[]|[]|
7678|7679|960.4||[]|[]|
7679|7680|11.27||[datetime.date(2018, 3, 6)]|[]|2018-03-06
7680|7681|345.97||[]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-07
7680|7681|345.97||[]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-08
7681|7682|1874.32||[]|[]|
7682|7683|17.37||[]|[]|
7683|7684|1057.57||[]|[]|
7684|7685|23.29||[]|[]|
7685|7686|31.87||[]|[]|
7686|7687|238.2||[]|[]|
7687|7688|492.88||[]|[]|
7688|7689|7962.78||[]|[]|
7689|7690|67.74||[]|[]|
7690|7691|110.13||[]|[]|
7691|7692|59.75||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-04
7691|7692|59.75||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-07
7692|7693|92.61||[]|[]|
7693|7694|70.42||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 8)]|2018-06-04
7693|7694|70.42||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 8)]|2018-06-08
7694|7695|327.49||[]|[datetime.date(2018, 6, 7)]|2018-06-07
7695|7696|577.54||[]|[datetime.date(2018, 6, 8)]|2018-06-08
7696|7697|2973.85|2018-07-11|[]|[]|
7697|7698|5.2||[]|[]|
7698|7699|16.06||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-05-25
7698|7699|16.06||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-06
7698|7699|16.06||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-07
7699|7700|16.72||[]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-06
7699|7700|16.72||[]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-07
7700|7701|75.08||[]|[]|
7701|7702|12.3||[]|[]|
7702|7703|74.36||[]|[datetime.date(2018, 6, 8)]|2018-06-08
7703|7704|96.23||[]|[]|
7704|7705|81.46||[]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-07
7704|7705|81.46||[]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-08
7705|7706|62.96||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-05-25
7705|7706|62.96||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-07
7705|7706|62.96||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-08
7706|7707|104.97||[]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-07
7706|7707|104.97||[]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-08
7707|7708|7.28||[]|[]|
7708|7709|80.12||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 8)]|2018-06-04
7708|7709|80.12||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 8)]|2018-06-08
7709|7710|4.24||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-04
7709|7710|4.24||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-07
7710|7711|64.98||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 11)]|2018-06-04
7710|7711|64.98||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 11)]|2018-06-07
7710|7711|64.98||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 11)]|2018-06-11
7711|7712|55.85||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-04
7711|7712|55.85||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-07
7712|7713|233.39||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-04
7712|7713|233.39||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-07
7713|7714|238.07||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-04
7713|7714|238.07||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-07
7714|7715|70.47||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-04
7714|7715|70.47||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-07
7715|7716|158.6||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-04
7715|7716|158.6||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7)]|2018-06-07
7716|7717|3703.44||[]|[]|
7717|7718|356.12||[]|[]|
7718|7719|96.44||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 11)]|2018-06-04
7718|7719|96.44||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 11)]|2018-06-07
7718|7719|96.44||[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 6, 11)]|2018-06-11
7719|7720|208.28||[]|[]|
7720|7721|390.69||[]|[]|
7721|7722|488.8|2018-07-11|[]|[]|
7722|7723|1319.87|2018-07-11|[]|[]|
7723|7724|2540.37||[]|[]|
7724|7725|185.58||[]|[]|
7725|7726|112.13||[]|[]|
7726|7727|13.19|2018-07-11|[]|[]|
7727|7728|24.16||[]|[]|
7728|7729|218.97||[]|[]|
7729|7730|282.71||[]|[]|
7730|7731|198.32||[]|[]|
7731|7732|176.22||[]|[]|
7732|7733|18.34||[]|[]|
7733|7734|19.35||[]|[]|
7734|7735|173.82||[]|[]|
7735|7736|3.33||[]|[]|
7736|7737|23.39|2018-07-02|[]|[]|
7737|7738|106.0||[]|[]|
7738|7739|50.2||[]|[]|
7739|7740|103.9||[]|[]|
7740|7741|246.26||[]|[]|
7741|7742|47.31||[]|[]|
7742|7743|23.33||[]|[]|
7743|7744|142.8||[]|[]|
7744|7745|282.71||[]|[]|
7745|7746|184.23||[]|[]|
7746|7747|295.62||[]|[]|
7747|7748|24.44|2018-07-03|[]|[]|
7748|7749|436.32||[]|[]|
7749|7750|592.41|2018-07-11|[]|[]|
7750|7751|39.28|2018-07-02|[]|[]|
7751|7752|118.78|2018-07-02|[]|[]|
7752|7753|81.06||[datetime.date(2018, 1, 5)]|[]|2018-01-05
7753|7754|22.36||[datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-05-20
7753|7754|22.36||[datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-02
7753|7754|22.36||[datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-03
7753|7754|22.36||[datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-04
7753|7754|22.36||[datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-06
7753|7754|22.36||[datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-10
7753|7754|22.36||[datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 10), datetime.date(2018, 6, 13)]|2018-06-13
7754|7755|12.79|2018-07-02,2018-07-04,2018-07-06|[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 10)]|2018-06-04
7754|7755|12.79|2018-07-02,2018-07-04,2018-07-06|[]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 10)]|2018-06-10
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-02
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-04
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-05
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-09
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-10
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-11
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-12
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-13
7755|7756|9.18||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-15
7756|7757|15.73||[]|[]|
7757|7758|75.75||[]|[]|
7758|7759|23.86||[datetime.date(2018, 4, 5)]|[datetime.date(2018, 6, 2)]|2018-04-05
7758|7759|23.86||[datetime.date(2018, 4, 5)]|[datetime.date(2018, 6, 2)]|2018-06-02
7759|7760|6.3||[datetime.date(2018, 5, 25)]|[]|2018-05-25
7760|7761|2.48||[datetime.date(2018, 2, 10), datetime.date(2018, 3, 19), datetime.date(2018, 4, 16)]|[datetime.date(2018, 6, 13)]|2018-02-10
7760|7761|2.48||[datetime.date(2018, 2, 10), datetime.date(2018, 3, 19), datetime.date(2018, 4, 16)]|[datetime.date(2018, 6, 13)]|2018-03-19
7760|7761|2.48||[datetime.date(2018, 2, 10), datetime.date(2018, 3, 19), datetime.date(2018, 4, 16)]|[datetime.date(2018, 6, 13)]|2018-04-16
7760|7761|2.48||[datetime.date(2018, 2, 10), datetime.date(2018, 3, 19), datetime.date(2018, 4, 16)]|[datetime.date(2018, 6, 13)]|2018-06-13
7761|7762|16.24||[]|[]|
7762|7763|3.89|2018-07-08|[]|[]|
7763|7764|38.02||[datetime.date(2018, 1, 11), datetime.date(2018, 1, 12), datetime.date(2018, 1, 19), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-01-11
7763|7764|38.02||[datetime.date(2018, 1, 11), datetime.date(2018, 1, 12), datetime.date(2018, 1, 19), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-01-12
7763|7764|38.02||[datetime.date(2018, 1, 11), datetime.date(2018, 1, 12), datetime.date(2018, 1, 19), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-01-19
7763|7764|38.02||[datetime.date(2018, 1, 11), datetime.date(2018, 1, 12), datetime.date(2018, 1, 19), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-05-20
7763|7764|38.02||[datetime.date(2018, 1, 11), datetime.date(2018, 1, 12), datetime.date(2018, 1, 19), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-06-12
7763|7764|38.02||[datetime.date(2018, 1, 11), datetime.date(2018, 1, 12), datetime.date(2018, 1, 19), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 12), datetime.date(2018, 6, 14)]|2018-06-14
7764|7765|7.12||[datetime.date(2018, 1, 25), datetime.date(2018, 2, 14), datetime.date(2018, 4, 10), datetime.date(2018, 5, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-01-25
7764|7765|7.12||[datetime.date(2018, 1, 25), datetime.date(2018, 2, 14), datetime.date(2018, 4, 10), datetime.date(2018, 5, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-02-14
7764|7765|7.12||[datetime.date(2018, 1, 25), datetime.date(2018, 2, 14), datetime.date(2018, 4, 10), datetime.date(2018, 5, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-04-10
7764|7765|7.12||[datetime.date(2018, 1, 25), datetime.date(2018, 2, 14), datetime.date(2018, 4, 10), datetime.date(2018, 5, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-05-05
7764|7765|7.12||[datetime.date(2018, 1, 25), datetime.date(2018, 2, 14), datetime.date(2018, 4, 10), datetime.date(2018, 5, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-09
7764|7765|7.12||[datetime.date(2018, 1, 25), datetime.date(2018, 2, 14), datetime.date(2018, 4, 10), datetime.date(2018, 5, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-10
7765|7766|9.64||[datetime.date(2018, 2, 14), datetime.date(2018, 3, 9), datetime.date(2018, 4, 10)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-02-14
7765|7766|9.64||[datetime.date(2018, 2, 14), datetime.date(2018, 3, 9), datetime.date(2018, 4, 10)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-03-09
7765|7766|9.64||[datetime.date(2018, 2, 14), datetime.date(2018, 3, 9), datetime.date(2018, 4, 10)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-04-10
7765|7766|9.64||[datetime.date(2018, 2, 14), datetime.date(2018, 3, 9), datetime.date(2018, 4, 10)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-10
7765|7766|9.64||[datetime.date(2018, 2, 14), datetime.date(2018, 3, 9), datetime.date(2018, 4, 10)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-11
7765|7766|9.64||[datetime.date(2018, 2, 14), datetime.date(2018, 3, 9), datetime.date(2018, 4, 10)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-12
7765|7766|9.64||[datetime.date(2018, 2, 14), datetime.date(2018, 3, 9), datetime.date(2018, 4, 10)]|[datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-13
7766|7767|27.38||[datetime.date(2018, 5, 25)]|[]|2018-05-25
7767|7768|3.85||[datetime.date(2018, 5, 2)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-05-02
7767|7768|3.85||[datetime.date(2018, 5, 2)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-02
7767|7768|3.85||[datetime.date(2018, 5, 2)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-03
7767|7768|3.85||[datetime.date(2018, 5, 2)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-09
7767|7768|3.85||[datetime.date(2018, 5, 2)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-10
7767|7768|3.85||[datetime.date(2018, 5, 2)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-11
7767|7768|3.85||[datetime.date(2018, 5, 2)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-12
7767|7768|3.85||[datetime.date(2018, 5, 2)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-13
7768|7769|30.7||[]|[]|
7769|7770|9.65||[]|[]|
7770|7771|5.39||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 13)]|2018-05-25
7770|7771|5.39||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 13)]|2018-06-03
7770|7771|5.39||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 13)]|2018-06-13
7771|7772|15.77||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-05-25
7771|7772|15.77||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-06-02
7771|7772|15.77||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-06-05
7771|7772|15.77||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-06-06
7771|7772|15.77||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-06-07
7771|7772|15.77||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 14)]|2018-06-14
7772|7773|28.02||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4)]|2018-05-25
7772|7773|28.02||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4)]|2018-06-02
7772|7773|28.02||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4)]|2018-06-03
7772|7773|28.02||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4)]|2018-06-04
7773|7774|10.21||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 13)]|2018-05-25
7773|7774|10.21||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 13)]|2018-06-02
7773|7774|10.21||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 13)]|2018-06-13
7774|7775|13.31||[]|[]|
7775|7776|9.64||[datetime.date(2018, 5, 25)]|[]|2018-05-25
7776|7777|6.01||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 5)]|2018-05-25
7776|7777|6.01||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 5)]|2018-06-05
7777|7778|4.07||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 14)]|2018-05-25
7777|7778|4.07||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 14)]|2018-06-05
7777|7778|4.07||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 14)]|2018-06-14
7778|7779|8.79||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6)]|2018-05-25
7778|7779|8.79||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6)]|2018-06-03
7778|7779|8.79||[datetime.date(2018, 5, 25)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6)]|2018-06-06
7779|7780|11.14||[datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8)]|2018-05-13
7779|7780|11.14||[datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8)]|2018-06-03
7779|7780|11.14||[datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8)]|2018-06-06
